family,subfamily,tribe,subtribe,genus,species,subspecies
Pieridae,Pierinae,Pierini,Aporiina,Pereute,Pereute lindemannae,"Pereute lindemannae pemona De Marmels , Clavijo & Chac¨ªn, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Pereute,Pereute lindemannae,"Pereute lindemannae piaroa De Marmels , Clavijo & Chac¨ªn, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Prioneris,Prioneris thestylis,"Prioneris thestylis fajiansis I. Chou , Y.L. Zhang & Y.L. Wang, 2001"
Pieridae,Pierinae,Pierini,Aporiina,Prioneris,Prioneris thestylis,"Prioneris thestylis formosana Fruhstorfer, 1910"
Pieridae,Pierinae,Pierini,Aporiina,Prioneris,Prioneris thestylis,"Prioneris thestylis hainanensis Fruhstorfer, 1910"
Pieridae,Pierinae,Pierini,Aporiina,Prioneris,Prioneris thestylis,"Prioneris thestylis malaccana Fruhstorfer, 1899"
Pieridae,Pierinae,Pierini,Aporiina,Prioneris,Prioneris thestylis,"Prioneris thestylis thestylis (Doubleday, 1842)"
Pieridae,Pierinae,Pierini,Aporiina,Prioneris,Prioneris thestylis,"Prioneris thestylis yunnae Mell,"
Pieridae,Pierinae,Pierini,Appiadina,Appias,Catophaga,"Appias paulina (Cramer, 1777)"
Pieridae,Pierinae,Pierini,Appiadina,Appias,Glutophrissa,"Appias epaphia (Cramer, 1779)"
Pieridae,Pierinae,Pierini,Appiadina,Appias,Glutophrissa,"Appias phaola (Doubleday, 1847)"
Pieridae,Pierinae,Pierini,Appiadina,Appias,Glutophrissa,"Appias sylvia (Fabricius, 1775)"
Pieridae,Pierinae,Pierini,Appiadina,Appias,Hiposcritia,"Appias urania Wallace, 1867"
Pieridae,Pierinae,Pierini,Pierina,Baltia,Baltia shawii,"Baltia shawii shawii (Bates, 1873)"
Pieridae,Pierinae,Pierini,Pierina,Baltia,Baltia shawii,"Baltia shawii wyatti Schulte, 1989"
Pieridae,Pierinae,Pierini,Pierina,Hypsochila,Hypsochila wagenknechti,"Hypsochila wagenknechti sulfurodice Ureta, 1955"
Pieridae,Pierinae,Pierini,Pierina,Hypsochila,Hypsochila wagenknechti,"Hypsochila wagenknechti wagenknechti (Ureta, 1938)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris brassicae,"Pieris brassicae marghanita, Hemming, 1941 - Dagh"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris brassicae,"Pieris brassicae ottonis, R<U+00F6>ber, 1907 - Turan, Tian-Shan, Ghissar, Darvaz, Altai, Pamir"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris brassicae,"Pieris brassicae catoleuca, R<U+00F6>ber, 1896 - Asia Minor, Middle East"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris brassicae,"Pieris brassicae cypria, Verity, 1908 - Cyprus"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris brassicae,"Pieris brassicae cyniphia, Turati, 1924 - Libya"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris brassicae,"Pieris brassicae verna, Zeller, 1924 - Sicily"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris brassicae,"Pieris brassicae italorum, Stauder, 1921 - Italy"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris brassicae,"Pieris brassicae vazquezi, Oberth¨¹r, 1914 - Iberia"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris brassicae,"Pieris brassicae subtaeniata, Turati, 1929 - Greece; Rhodes Is."
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae bicolorata (Petersen, 1947)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae bryoniae H¨¹bner, 1790-1793"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae bryonides Sheljuzhko, 1910"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae carpathensis Moucha, 1956"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae caucasica Lorkovic, 1968"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae flavescens (M¨¹ller, 1933)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae kamtschadalis (R<U+00F6>ber, 1907)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae lorcovici Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae marani Moucha, 1956"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae schintlmeisteri Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae sheljuzhkoi Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae sifanica (Grum-Grshimailo, 1895)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae turcica Eitschberger & Hesselbarth, 1977"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae vihorlatensis Moucha, 1956"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae vitimensis (Verity, 1911)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris bryoniae,"Pieris bryoniae wolfsbergeri Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris cheiranthi,"Pieris cheiranthi cheiranthi (H¨¹bner, [1823])"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris dulcinea,"Pieris dulcinea pseudonapi (Verity, 1911)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris dulcinea,"Pieris dulcinea saghalensis (Nakahara, 1926)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris erutae,"Pieris erutae kneitzi, Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris erutae,"Pieris erutae latouchei, (Mell, 1939)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris erutae,"Pieris erutae reissingeri, Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris erutae,"Pieris erutae erneri, Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris euorientis,"Pieris euorientis mihon Yakovlev, 2006"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris extensa,"Pieris extensa extensa (Poujade, 1888)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis guppyi Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis hulda (W.H. Edwards, 1869)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis macdunnoughi Remington, 1954"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis marginalis Scudder, 1861"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis meckyae Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis mogollon (Burdick, 1942)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis pallidissima Barnes & McDunnough, 1916"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis pseudobryoniae (Fruhstorfer, 1909)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis reicheli Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis shapiroi Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis tremblayi Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris marginalis,"Pieris marginalis ziegleri Eitschberger, 1991"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris naganum,"Pieris naganum naganum Moore, 1804"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris naganum,"J. asiat. Soc. Bengal, Pt. II, 53(1):45"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi atlantis Oberth¨¹r, 1925"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi britannica Verity, 1911"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi carlosi Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi kaszabi Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi keskuelai Eitschberger, 2001"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi carlosi de Sousa, 1929"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi maura Verity, 1911"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi meridionalis Heyne & R¨¹hl, 1895"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi migueli Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi muchei Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi napi (Linnaeus, 1758)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris napi,"Pieris napi santateresae Eitschberger, 1983"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris ochsenheimeri,"Pieris ochsenheimeri ochsenheimeri Staudinger, 1886"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris oleracea,"Pieris oleracea oleracea (Harris, 1829)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris pseudorapae,"Pieris pseudorapae pseudorapae (Verity, 1908)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris pseudorapae,"Pieris pseudorapae suffusa (Sheljuzhko, 1931)"
Pieridae,Pierinae,Pierini,Pierina,Pieris,Pieris virginiensis,"Pieris virginiensis virginiensis, Edwards, 1870"
Pieridae,Pierinae,Pierini,Pierina,Pontia,Pontia callidice,"Pontia callidice nelsoni Edwards, 1883"
Pieridae,Pierinae,Pierini,Pierina,Pontia,Pontia callidice,"Pontia callidice callidice (H¨¹bner, [1799-1800])"
Pieridae,Pierinae,Pierini,Pierina,Pontia,Pontia callidice,"Pontia callidice halasia R.X. Huang & S.I. Murayama, 1992"
Pieridae,Pierinae,Pierini,Pierina,Pontia,Pontia callidice,"Pontia callidice hazara (Wyatt, 1961)"
Pieridae,Pierinae,Pierini,Pierina,Pontia,Pontia edusa,"Pontia edusa edusa (Fabricius, 1777)"
Pieridae,Pierinae,Pierini,Pierina,Pontia,Pontia edusa,"Pontia edusa heilongjiangensis Z.M. Wei, C.S. Wu, 2005"
Pieridae,Pierinae,Pierini,Pierina,Pontia,Pontia edusa,"Pontia edusa qiemoensis Z.M. Wei, C.S. Wu, 2005"
Pieridae,Pierinae,Pierini,Pierina,Synchloe,Synchloe callidice,"Synchloe callidice hazara (Wyatt, 1961)"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila autodice,"Tatochila autodice autodice (H¨¹bner, 1818)"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila autodice,"Tatochila autodice blanchardii (Butler, 1881)"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila autodice,"Tatochila autodice ernestae Herrera, 1954"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila distincta,"Tatochila distincta distincta J<U+00F6>rgensen, 1916"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila distincta,"Tatochila distincta fieldi Herrera, 1970"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila inversa,"Tatochila inversa inversa Hayward, 1949"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila inversa,"Tatochila inversa razmilici Herrera, 1970"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila sagittata,"Tatochila sagittata herrerai Lamas, 1981"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila sagittata,"Tatochila sagittata sagittata R<U+00F6>ber, 1908"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila mercedis,"Tatochila mercedis arctodice (Staudinger, 1899)"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila mercedis,"Tatochila mercedis fueguensis Field, 1959"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila mercedis,"Tatochila mercedis macrodice (Staudinger, 1899)"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila mercedis,"Tatochila mercedis mercedis (Eschscholtz, 1821)"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila mercedis,"Tatochila mercedis stereodice (Staudinger, 1899)"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila mercedis,"Tatochila mercedis vanvolxemii (Capronnier, 1874)"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila orthodice,"Tatochila orthodice carabaya Ackery, 1975"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila orthodice,"Tatochila orthodice orthodice (Weymer, 1890)"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila theodice,"Tatochila theodice gymnodice Staudinger, 1899"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila theodice,"Tatochila theodice theodice (Boisduval, 1832)"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila xanthodice,"Tatochila xanthodice paramosa Ackery, 1975"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila xanthodice,"Tatochila xanthodice paucar Lamas, 1981"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila xanthodice,"Tatochila xanthodice pyrrhomma R<U+00F6>ber, 1908"
Pieridae,Pierinae,Pierini,Pierina,Tatochila,Tatochila xanthodice,"Tatochila xanthodice xanthodice (Lucas, 1852)"
