order,suborder,family,subfamily,genus,species
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Asaphidion Des Gozis, 1886",Asaphidion austriacum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion striatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion velox
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion lapponicum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion argenteolum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion litorale
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion nigricorne
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion pygmaeum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion lampros
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion properans
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion obtusum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion punctulatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion bipunctatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion ruficolle
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion pallidipenne
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion tetragrammum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion illigeri
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion fellmanni
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion difficile
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion crenulatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",B. c. ponojense
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion prasinum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion hyperboraeorum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion virens
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion hastii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion hirmocaelum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion tibiale
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion mckinleyi
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",B. m. scandicum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion monticola
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion deletum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion stephensi
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion lunatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion grapii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion yukonum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion dauricum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion tetracolum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion bruxellense
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion petrosum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",B. p. siebkei
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",B. p. carlhlindrothi
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion cruciatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion andreae
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",B. a. polonicum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion femoratum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion maritimum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion obscurellum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion saxatile
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion decorum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion dentellum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion tinctum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion varium
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion semipunctatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion obliquum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion ephippium
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion minimum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion normannum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion azurescens
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion tenellum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion articulatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion octomaculatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion doris
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion schueppelii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion chaudoirii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion gilvipes
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion fumigatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion assimile
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion clarkii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion transparens
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion quadrimaculatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion humerale
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion quadripustulatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion biguttatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion iricolor
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion lunulatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion aeneum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion guttula
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion neresheimeri
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Bembidion Latreille, 1802",Bembidion mannerheimi
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Ocys Stephens, 1828",Ocys harpaloides
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Ocys Stephens, 1828",Ocys quinquestriatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Cillenus Leach, 1819",Cillenus lateralis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Tachys Dejean, 1821",Tachys bistriatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Porotachys Netolitzky, 1914",Porotachys bisulcatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Tachyra Motschulsky, 1862",Tachyra parvula
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Trechinae Bonelli, 1810","Tachyta Kirby, 1837",Tachyta nana
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Stomis Clairville, 1806",Stomis pumicatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Poecilus Bonelli, 1810",Poecilus punctulatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Poecilus Bonelli, 1810",Poecilus lepidus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Poecilus Bonelli, 1810",Poecilus kugelanni
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Poecilus Bonelli, 1810",Poecilus cupreus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Poecilus Bonelli, 1810",Poecilus versicolor
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pedius Motschulsky, 1850",Pedius longicollis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus crenatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus macer
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus aterrimus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus aethiops
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus madidus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus oblongopunctatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus adstrictus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus quadrifoveolatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus niger
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus melanarius
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus vulgaris
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus nigrita
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus rhaeticus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus anthracinus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus gracilis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus minor
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus strenuus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus diligens
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus brevicornis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus middendorffi
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus melas
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Pterostichus Bonelli, 1810",Pterostichus burmeisteri
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Abax Bonelli, 1810",Abax parallelepipedus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Calathus Bonelli, 1810",Calathus fuscipes
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Calathus Bonelli, 1810",Calathus erratus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Calathus Bonelli, 1810",Calathus ambiguus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Calathus Bonelli, 1810",Calathus melanocephalus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Calathus Bonelli, 1810",Calathus cinctus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Calathus Bonelli, 1810",Calathus mollis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Calathus Bonelli, 1810",Calathus micropterus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Calathus Bonelli, 1810",Calathus rotundicollis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Sphodrus Clairville, 1806",Sphodrus leucophthalmus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Laemostenus Bonelli, 1810",Laemostenus terricola
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dolichus Bonelli, 1810",Dolichus halensis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Synuchus Gyllenhal, 1810",Synuchus vivalis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Platyderus Stephens, 1828",Platyderus depressus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Olisthopus Dejean, 1828",Olisthopus rotundatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Sericoda Kirby, 1837",Sericoda bogemannii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Sericoda Kirby, 1837",Sericoda quadripunctata
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Anchomenus Bonelli, 1810",Anchomenus dorsalis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Oxyselaphus Chaudoir, 1843",Oxyselaphus obscurus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Paranchus Lindroth, 1974",Paranchus albipes
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Platynus Bonelli, 1810",Platynus livens
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Platynus Bonelli, 1810",Platynus mannerheimii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Platynus Bonelli, 1810",Platynus assimilis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Platynus Bonelli, 1810",Platynus krynickii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Platynus Bonelli, 1810",Platynus longiventris
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum scitulum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum micans
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum piceum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum gracile
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum fuliginosum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum thoreyi
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum consimile
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum munsteri
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum exaratum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum gracilipes
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum marginatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum sexpunctatum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum impressum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum ericeti
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum viridicupreum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum muelleri
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum chalconotum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum dolens
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum versutum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum hypocrita
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum viduum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum afrum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum duftschmidi
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Agonum Bonelli, 1810",Agonum lugens
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara strenua
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara tricuspidata
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara plebeja
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara concinna
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara similata
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara ovata
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara montivaga
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara nitida
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara communis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara pulpani
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara convexior
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara nigricornis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara lunicollis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara curta
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara littorea
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara aenea
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara spreta
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara famelica
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara eurynota
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara familiaris
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara anthobia
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara lucida
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara tibialis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara erratica
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara interstitialis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara ingenua
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara fusca
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara cursitans
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara municipalis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara bifrons
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara infima
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara praetermissa
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara brunnea
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara quenseli
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara crenata
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara apricaria
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara fulva
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara majuscula
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara consularis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara aulica
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara gebleri
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara convexiuscula
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara torrida
